layer,q_head,chosen,best_l2
8,15,DENSE(best_was none),nan
9,0,DENSE(best_was none),nan
9,1,DENSE(best_was none),nan
9,2,DENSE(best_was none),nan
9,3,DENSE(best_was none),nan
9,4,DENSE(best_was none),nan
9,5,DENSE(best_was none),nan
9,6,DENSE(best_was none),nan
9,7,DENSE(best_was none),nan
9,8,DENSE(best_was none),nan
9,9,DENSE(best_was none),nan
9,10,DENSE(best_was none),nan
9,11,DENSE(best_was none),nan
9,12,DENSE(best_was none),nan
9,13,DENSE(best_was none),nan
9,14,DENSE(best_was none),nan
9,15,DENSE(best_was none),nan
10,0,DENSE(best_was none),nan
10,1,DENSE(best_was none),nan
10,2,DENSE(best_was none),nan
10,3,DENSE(best_was none),nan
10,4,DENSE(best_was none),nan
10,5,DENSE(best_was none),nan
10,6,DENSE(best_was none),nan
10,7,DENSE(best_was none),nan
10,8,DENSE(best_was none),nan
10,9,DENSE(best_was none),nan
10,10,DENSE(best_was none),nan
10,11,DENSE(best_was none),nan
10,12,DENSE(best_was none),nan
10,13,DENSE(best_was none),nan
10,14,DENSE(best_was none),nan
10,15,DENSE(best_was none),nan
11,0,BLOCK_SPARSE@0.400,0.0946
11,1,BLOCK_SPARSE@0.400,0.0853
11,2,DENSE(best_was BLOCK_SPARSE@0.400),0.11275167018175125
11,3,A_SHAPE@s64w1024,0.0970
11,4,BLOCK_SPARSE@0.400,0.0835
11,5,DENSE(best_was BLOCK_SPARSE@0.400),0.10804403573274612
11,6,DENSE(best_was BLOCK_SPARSE@0.400),0.10201123356819153
11,7,DENSE(best_was BLOCK_SPARSE@0.400),0.10026285797357559
11,8,BLOCK_SPARSE@0.400,0.0884
11,9,A_SHAPE@s64w1024,0.0915
11,10,A_SHAPE@s64w1024,0.0858
11,11,A_SHAPE@s64w1024,0.0954
11,12,BLOCK_SPARSE@0.400,0.0938
11,13,DENSE(best_was BLOCK_SPARSE@0.400),0.10889173299074173
11,14,DENSE(best_was BLOCK_SPARSE@0.400),0.1220378577709198
11,15,DENSE(best_was BLOCK_SPARSE@0.400),0.10379177331924438
12,0,DENSE(best_was none),nan
12,1,DENSE(best_was none),nan
12,2,DENSE(best_was none),nan
12,3,DENSE(best_was none),nan
12,4,DENSE(best_was none),nan
12,5,DENSE(best_was none),nan
12,6,DENSE(best_was none),nan
12,7,DENSE(best_was none),nan
12,8,DENSE(best_was none),nan
12,9,DENSE(best_was none),nan
12,10,DENSE(best_was none),nan
12,11,DENSE(best_was none),nan
12,12,DENSE(best_was none),nan
12,13,DENSE(best_was none),nan
12,14,DENSE(best_was none),nan
12,15,DENSE(best_was none),nan
13,0,DENSE(best_was none),nan
13,1,DENSE(best_was none),nan
13,2,DENSE(best_was none),nan
13,3,DENSE(best_was none),nan
13,4,DENSE(best_was none),nan
13,5,DENSE(best_was none),nan
13,6,DENSE(best_was none),nan
13,7,DENSE(best_was none),nan
13,8,DENSE(best_was none),nan
13,9,DENSE(best_was none),nan
13,10,DENSE(best_was none),nan
13,11,DENSE(best_was none),nan
13,12,DENSE(best_was none),nan
13,13,DENSE(best_was none),nan
13,14,DENSE(best_was none),nan
13,15,DENSE(best_was none),nan
14,0,DENSE(best_was none),nan
14,1,DENSE(best_was none),nan
14,2,DENSE(best_was none),nan
14,3,DENSE(best_was none),nan
14,4,DENSE(best_was none),nan
14,5,DENSE(best_was none),nan
14,6,DENSE(best_was none),nan
14,7,DENSE(best_was none),nan
14,8,DENSE(best_was none),nan
14,9,DENSE(best_was none),nan
14,10,DENSE(best_was none),nan
14,11,DENSE(best_was none),nan
14,12,DENSE(best_was none),nan
14,13,DENSE(best_was none),nan
14,14,DENSE(best_was none),nan
14,15,DENSE(best_was none),nan
15,0,A_SHAPE@s128w2048,0.0927
15,1,DENSE(best_was BLOCK_SPARSE@0.400),0.10358083248138428
15,2,BLOCK_SPARSE@0.400,0.0958
15,3,A_SHAPE@s128w2048,0.0917
15,4,A_SHAPE@s128w2048,0.0994
15,5,A_SHAPE@s128w2048,0.0808
15,6,BLOCK_SPARSE@0.400,0.0955
15,7,A_SHAPE@s128w2048,0.0974
15,8,BLOCK_SPARSE@0.400,0.0979
15,9,A_SHAPE@s128w2048,0.0967
15,10,BLOCK_SPARSE@0.400,0.1000
15,11,BLOCK_SPARSE@0.400,0.0890
15,12,A_SHAPE@s128w2048,0.0847
15,13,A_SHAPE@s64w1024,0.0974
15,14,A_SHAPE@s64w1024,0.0928
15,15,A_SHAPE@s64w1024,0.0959
16,0,DENSE(best_was none),nan
16,1,DENSE(best_was none),nan
16,2,DENSE(best_was none),nan
16,3,DENSE(best_was none),nan
16,4,DENSE(best_was none),nan
16,5,DENSE(best_was none),nan
16,6,DENSE(best_was none),nan
16,7,DENSE(best_was none),nan
16,8,DENSE(best_was none),nan
16,9,DENSE(best_was none),nan
16,10,DENSE(best_was none),nan
16,11,DENSE(best_was none),nan
16,12,DENSE(best_was none),nan
16,13,DENSE(best_was none),nan
16,14,DENSE(best_was none),nan
16,15,DENSE(best_was none),nan
17,0,DENSE(best_was none),nan
17,1,DENSE(best_was none),nan
17,2,DENSE(best_was none),nan
17,3,DENSE(best_was none),nan
17,4,DENSE(best_was none),nan
17,5,DENSE(best_was none),nan
17,6,DENSE(best_was none),nan
17,7,DENSE(best_was none),nan
17,8,DENSE(best_was none),nan
17,9,DENSE(best_was none),nan
17,10,DENSE(best_was none),nan
17,11,DENSE(best_was none),nan
17,12,DENSE(best_was none),nan
17,13,DENSE(best_was none),nan
17,14,DENSE(best_was none),nan
17,15,DENSE(best_was none),nan
18,0,DENSE(best_was none),nan
18,1,DENSE(best_was none),nan
18,2,DENSE(best_was none),nan
18,3,DENSE(best_was none),nan
18,4,DENSE(best_was none),nan
18,5,DENSE(best_was none),nan
18,6,DENSE(best_was none),nan
18,7,DENSE(best_was none),nan
18,8,DENSE(best_was none),nan
18,9,DENSE(best_was none),nan
18,10,DENSE(best_was none),nan
18,11,DENSE(best_was none),nan
18,12,DENSE(best_was none),nan
18,13,DENSE(best_was none),nan
18,14,DENSE(best_was none),nan
18,15,DENSE(best_was none),nan
19,0,DENSE(best_was BLOCK_SPARSE@0.400),0.12730903923511505
19,1,DENSE(best_was BLOCK_SPARSE@0.400),0.11802639067173004
19,2,DENSE(best_was BLOCK_SPARSE@0.400),0.12204403430223465
19,3,DENSE(best_was BLOCK_SPARSE@0.400),0.12422465533018112
19,4,DENSE(best_was BLOCK_SPARSE@0.400),0.11112989485263824
19,5,DENSE(best_was BLOCK_SPARSE@0.400),0.1092953011393547
19,6,BLOCK_SPARSE@0.400,0.0996
19,7,DENSE(best_was BLOCK_SPARSE@0.400),0.12415757775306702
19,8,DENSE(best_was BLOCK_SPARSE@0.400),0.10062236338853836
19,9,DENSE(best_was BLOCK_SPARSE@0.400),0.12525133788585663
19,10,DENSE(best_was BLOCK_SPARSE@0.400),0.13345617055892944
19,11,DENSE(best_was BLOCK_SPARSE@0.400),0.12277532368898392
19,12,BLOCK_SPARSE@0.400,0.0977
19,13,A_SHAPE@s128w2048,0.0910
19,14,A_SHAPE@s128w2048,0.0973
19,15,DENSE(best_was BLOCK_SPARSE@0.400),0.1015525832772255
20,0,DENSE(best_was none),nan
20,1,DENSE(best_was none),nan
20,2,DENSE(best_was none),nan
20,3,DENSE(best_was none),nan
20,4,DENSE(best_was none),nan
20,5,DENSE(best_was none),nan
20,6,DENSE(best_was none),nan
20,7,DENSE(best_was none),nan
20,8,DENSE(best_was none),nan
20,9,DENSE(best_was none),nan
20,10,DENSE(best_was none),nan
20,11,DENSE(best_was none),nan
20,12,DENSE(best_was none),nan
20,13,DENSE(best_was none),nan
20,14,DENSE(best_was none),nan
20,15,DENSE(best_was none),nan
21,0,DENSE(best_was none),nan
21,1,DENSE(best_was none),nan
21,2,DENSE(best_was none),nan
21,3,DENSE(best_was none),nan
21,4,DENSE(best_was none),nan
21,5,DENSE(best_was none),nan
21,6,DENSE(best_was none),nan
21,7,DENSE(best_was none),nan
21,8,DENSE(best_was none),nan
21,9,DENSE(best_was none),nan
21,10,DENSE(best_was none),nan
21,11,DENSE(best_was none),nan
21,12,DENSE(best_was none),nan
21,13,DENSE(best_was none),nan
21,14,DENSE(best_was none),nan
21,15,DENSE(best_was none),nan
22,0,DENSE(best_was none),nan
22,1,DENSE(best_was none),nan
22,2,DENSE(best_was none),nan
22,3,DENSE(best_was none),nan
22,4,DENSE(best_was none),nan
22,5,DENSE(best_was none),nan
22,6,DENSE(best_was none),nan
22,7,DENSE(best_was none),nan
22,8,DENSE(best_was none),nan
22,9,DENSE(best_was none),nan
22,10,DENSE(best_was none),nan
22,11,DENSE(best_was none),nan
22,12,DENSE(best_was none),nan
22,13,DENSE(best_was none),nan
22,14,DENSE(best_was none),nan
22,15,DENSE(best_was none),nan
23,0,DENSE(best_was BLOCK_SPARSE@0.400),0.17390939593315125
23,1,DENSE(best_was BLOCK_SPARSE@0.400),0.16032588481903076
23,2,DENSE(best_was BLOCK_SPARSE@0.400),0.1355823576450348
23,3,DENSE(best_was BLOCK_SPARSE@0.400),0.132192924618721
23,4,DENSE(best_was BLOCK_SPARSE@0.400),0.1606663018465042
23,5,DENSE(best_was BLOCK_SPARSE@0.400),0.14602074027061462
23,6,DENSE(best_was BLOCK_SPARSE@0.400),0.14982040226459503
23,7,DENSE(best_was BLOCK_SPARSE@0.400),0.14548899233341217
23,8,A_SHAPE@s64w1024,0.0835
23,9,A_SHAPE@s128w2048,0.0958
23,10,A_SHAPE@s64w1024,0.0908
23,11,A_SHAPE@s64w1024,0.0959
23,12,DENSE(best_was BLOCK_SPARSE@0.400),0.12922030687332153
23,13,DENSE(best_was BLOCK_SPARSE@0.400),0.12466095387935638
23,14,DENSE(best_was BLOCK_SPARSE@0.400),0.1112099289894104
23,15,DENSE(best_was BLOCK_SPARSE@0.400),0.14165998995304108
24,0,DENSE(best_was none),nan
24,1,DENSE(best_was none),nan
24,2,DENSE(best_was none),nan
24,3,DENSE(best_was none),nan
24,4,DENSE(best_was none),nan
24,5,DENSE(best_was none),nan
24,6,DENSE(best_was none),nan
24,7,DENSE(best_was none),nan
24,8,DENSE(best_was none),nan
24,9,DENSE(best_was none),nan
24,10,DENSE(best_was none),nan
24,11,DENSE(best_was none),nan
24,12,DENSE(best_was none),nan
24,13,DENSE(best_was none),nan
24,14,DENSE(best_was none),nan
24,15,DENSE(best_was none),nan
25,0,DENSE(best_was none),nan
25,1,DENSE(best_was none),nan
25,2,DENSE(best_was none),nan
25,3,DENSE(best_was none),nan
25,4,DENSE(best_was none),nan
25,5,DENSE(best_was none),nan
25,6,DENSE(best_was none),nan
25,7,DENSE(best_was none),nan
25,8,DENSE(best_was none),nan
25,9,DENSE(best_was none),nan
25,10,DENSE(best_was none),nan
25,11,DENSE(best_was none),nan
25,12,DENSE(best_was none),nan
25,13,DENSE(best_was none),nan
25,14,DENSE(best_was none),nan
25,15,DENSE(best_was none),nan
26,0,DENSE(best_was none),nan
26,1,DENSE(best_was none),nan
26,2,DENSE(best_was none),nan
26,3,DENSE(best_was none),nan
26,4,DENSE(best_was none),nan
26,5,DENSE(best_was none),nan
26,6,DENSE(best_was none),nan
26,7,DENSE(best_was none),nan
26,8,DENSE(best_was none),nan
26,9,DENSE(best_was none),nan
26,10,DENSE(best_was none),nan
26,11,DENSE(best_was none),nan
26,12,DENSE(best_was none),nan
26,13,DENSE(best_was none),nan
26,14,DENSE(best_was none),nan
26,15,DENSE(best_was none),nan
27,0,A_SHAPE@s64w1024,0.0794
27,1,DENSE(best_was BLOCK_SPARSE@0.400),0.10253088176250458
27,2,A_SHAPE@s64w512,0.0998
27,3,BLOCK_SPARSE@0.400,0.0994
27,4,A_SHAPE@s64w512,0.0327
27,5,A_SHAPE@s64w512,0.0382
27,6,A_SHAPE@s64w512,0.0310
27,7,A_SHAPE@s64w512,0.0171
27,8,BLOCK_SPARSE@0.400,0.0986
27,9,A_SHAPE@s64w512,0.0814
27,10,BLOCK_SPARSE@0.400,0.0954
27,11,BLOCK_SPARSE@0.400,0.0942
27,12,A_SHAPE@s64w512,0.0936
27,13,A_SHAPE@s64w1024,0.0862
27,14,A_SHAPE@s64w512,0.0717
27,15,A_SHAPE@s64w512,0.0800
28,0,DENSE(best_was none),nan
28,1,DENSE(best_was none),nan
28,2,DENSE(best_was none),nan
28,3,DENSE(best_was none),nan
28,4,DENSE(best_was none),nan
28,5,DENSE(best_was none),nan
28,6,DENSE(best_was none),nan
28,7,DENSE(best_was none),nan
28,8,DENSE(best_was none),nan
28,9,DENSE(best_was none),nan
28,10,DENSE(best_was none),nan
28,11,DENSE(best_was none),nan
28,12,DENSE(best_was none),nan
28,13,DENSE(best_was none),nan
28,14,DENSE(best_was none),nan
28,15,DENSE(best_was none),nan
29,0,DENSE(best_was none),nan
29,1,DENSE(best_was none),nan
29,2,DENSE(best_was none),nan
29,3,DENSE(best_was none),nan
29,4,DENSE(best_was none),nan
29,5,DENSE(best_was none),nan
29,6,DENSE(best_was none),nan
29,7,DENSE(best_was none),nan
29,8,DENSE(best_was none),nan
29,9,DENSE(best_was none),nan
29,10,DENSE(best_was none),nan
29,11,DENSE(best_was none),nan
29,12,DENSE(best_was none),nan
29,13,DENSE(best_was none),nan
29,14,DENSE(best_was none),nan
29,15,DENSE(best_was none),nan
30,0,DENSE(best_was none),nan
30,1,DENSE(best_was none),nan
30,2,DENSE(best_was none),nan
30,3,DENSE(best_was none),nan
30,4,DENSE(best_was none),nan
30,5,DENSE(best_was none),nan
30,6,DENSE(best_was none),nan
30,7,DENSE(best_was none),nan
30,8,DENSE(best_was none),nan
30,9,DENSE(best_was none),nan
30,10,DENSE(best_was none),nan
30,11,DENSE(best_was none),nan
30,12,DENSE(best_was none),nan
30,13,DENSE(best_was none),nan
30,14,DENSE(best_was none),nan
30,15,DENSE(best_was none),nan
31,0,A_SHAPE@s64w512,0.0380
31,1,A_SHAPE@s64w512,0.0355
31,2,A_SHAPE@s64w512,0.0437
31,3,A_SHAPE@s64w512,0.0368
31,4,A_SHAPE@s64w512,0.0324
31,5,A_SHAPE@s64w512,0.0311
31,6,A_SHAPE@s64w512,0.0278
31,7,A_SHAPE@s64w512,0.0259
31,8,A_SHAPE@s64w512,0.0579
31,9,A_SHAPE@s64w512,0.0891
31,10,A_SHAPE@s64w512,0.0596
31,11,A_SHAPE@s64w512,0.0295
31,12,A_SHAPE@s64w512,0.0615
31,13,A_SHAPE@s64w512,0.0351
31,14,A_SHAPE@s64w512,0.0482
31,15,A_SHAPE@s64w512,0.0396
