layer,q_head,chosen,best_l2
12,3,DENSE(no_dump),nan
12,4,DENSE(no_dump),nan
12,5,DENSE(no_dump),nan
12,6,DENSE(no_dump),nan
12,7,DENSE(no_dump),nan
12,8,DENSE(no_dump),nan
12,9,DENSE(no_dump),nan
12,10,DENSE(no_dump),nan
12,11,DENSE(no_dump),nan
12,12,DENSE(no_dump),nan
12,13,DENSE(no_dump),nan
12,14,DENSE(no_dump),nan
12,15,DENSE(no_dump),nan
13,0,DENSE(no_dump),nan
13,1,DENSE(no_dump),nan
13,2,DENSE(no_dump),nan
13,3,DENSE(no_dump),nan
13,4,DENSE(no_dump),nan
13,5,DENSE(no_dump),nan
13,6,DENSE(no_dump),nan
13,7,DENSE(no_dump),nan
13,8,DENSE(no_dump),nan
13,9,DENSE(no_dump),nan
13,10,DENSE(no_dump),nan
13,11,DENSE(no_dump),nan
13,12,DENSE(no_dump),nan
13,13,DENSE(no_dump),nan
13,14,DENSE(no_dump),nan
13,15,DENSE(no_dump),nan
14,0,DENSE(no_dump),nan
14,1,DENSE(no_dump),nan
14,2,DENSE(no_dump),nan
14,3,DENSE(no_dump),nan
14,4,DENSE(no_dump),nan
14,5,DENSE(no_dump),nan
14,6,DENSE(no_dump),nan
14,7,DENSE(no_dump),nan
14,8,DENSE(no_dump),nan
14,9,DENSE(no_dump),nan
14,10,DENSE(no_dump),nan
14,11,DENSE(no_dump),nan
14,12,DENSE(no_dump),nan
14,13,DENSE(no_dump),nan
14,14,DENSE(no_dump),nan
14,15,DENSE(no_dump),nan
15,0,A_SHAPE@s128w2048,0.0862
15,1,BLOCK_SPARSE@0.400,0.1000
15,2,BLOCK_SPARSE@0.400,0.0910
15,3,A_SHAPE@s128w2048,0.0869
15,4,A_SHAPE@s128w2048,0.0951
15,5,A_SHAPE@s128w2048,0.0767
15,6,A_SHAPE@s128w2048,0.0990
15,7,A_SHAPE@s128w2048,0.0935
15,8,BLOCK_SPARSE@0.400,0.0941
15,9,A_SHAPE@s128w2048,0.0901
15,10,A_SHAPE@s128w2048,0.0997
15,11,A_SHAPE@s128w2048,0.0957
15,12,A_SHAPE@s128w2048,0.0812
15,13,A_SHAPE@s64w1024,0.0966
15,14,A_SHAPE@s64w1024,0.0930
15,15,A_SHAPE@s64w1024,0.0960
16,0,DENSE(no_dump),nan
16,1,DENSE(no_dump),nan
16,2,DENSE(no_dump),nan
16,3,DENSE(no_dump),nan
16,4,DENSE(no_dump),nan
16,5,DENSE(no_dump),nan
16,6,DENSE(no_dump),nan
16,7,DENSE(no_dump),nan
16,8,DENSE(no_dump),nan
16,9,DENSE(no_dump),nan
16,10,DENSE(no_dump),nan
16,11,DENSE(no_dump),nan
16,12,DENSE(no_dump),nan
16,13,DENSE(no_dump),nan
16,14,DENSE(no_dump),nan
16,15,DENSE(no_dump),nan
17,0,DENSE(no_dump),nan
17,1,DENSE(no_dump),nan
17,2,DENSE(no_dump),nan
17,3,DENSE(no_dump),nan
17,4,DENSE(no_dump),nan
17,5,DENSE(no_dump),nan
17,6,DENSE(no_dump),nan
17,7,DENSE(no_dump),nan
17,8,DENSE(no_dump),nan
17,9,DENSE(no_dump),nan
17,10,DENSE(no_dump),nan
17,11,DENSE(no_dump),nan
17,12,DENSE(no_dump),nan
17,13,DENSE(no_dump),nan
17,14,DENSE(no_dump),nan
17,15,DENSE(no_dump),nan
18,0,DENSE(no_dump),nan
18,1,DENSE(no_dump),nan
18,2,DENSE(no_dump),nan
18,3,DENSE(no_dump),nan
18,4,DENSE(no_dump),nan
18,5,DENSE(no_dump),nan
18,6,DENSE(no_dump),nan
18,7,DENSE(no_dump),nan
18,8,DENSE(no_dump),nan
18,9,DENSE(no_dump),nan
18,10,DENSE(no_dump),nan
18,11,DENSE(no_dump),nan
18,12,DENSE(no_dump),nan
18,13,DENSE(no_dump),nan
18,14,DENSE(no_dump),nan
18,15,DENSE(no_dump),nan
19,0,DENSE(best_was BLOCK_SPARSE@0.400),0.12185197323560715
19,1,DENSE(best_was BLOCK_SPARSE@0.400),0.11269370466470718
19,2,DENSE(best_was BLOCK_SPARSE@0.400),0.11686404794454575
19,3,DENSE(best_was BLOCK_SPARSE@0.400),0.12099393457174301
19,4,DENSE(best_was BLOCK_SPARSE@0.400),0.10747545212507248
19,5,DENSE(best_was BLOCK_SPARSE@0.400),0.10497743636369705
19,6,BLOCK_SPARSE@0.400,0.0945
19,7,DENSE(best_was BLOCK_SPARSE@0.400),0.11897338926792145
19,8,BLOCK_SPARSE@0.400,0.0978
19,9,DENSE(best_was BLOCK_SPARSE@0.400),0.12161075323820114
19,10,DENSE(best_was BLOCK_SPARSE@0.400),0.1290740817785263
19,11,DENSE(best_was BLOCK_SPARSE@0.400),0.11886494606733322
19,12,BLOCK_SPARSE@0.400,0.0957
19,13,A_SHAPE@s128w2048,0.0882
19,14,A_SHAPE@s128w2048,0.0939
19,15,BLOCK_SPARSE@0.400,0.0989
20,0,DENSE(no_dump),nan
20,1,DENSE(no_dump),nan
20,2,DENSE(no_dump),nan
20,3,DENSE(no_dump),nan
20,4,DENSE(no_dump),nan
20,5,DENSE(no_dump),nan
20,6,DENSE(no_dump),nan
20,7,DENSE(no_dump),nan
20,8,DENSE(no_dump),nan
20,9,DENSE(no_dump),nan
20,10,DENSE(no_dump),nan
20,11,DENSE(no_dump),nan
20,12,DENSE(no_dump),nan
20,13,DENSE(no_dump),nan
20,14,DENSE(no_dump),nan
20,15,DENSE(no_dump),nan
21,0,DENSE(no_dump),nan
21,1,DENSE(no_dump),nan
21,2,DENSE(no_dump),nan
21,3,DENSE(no_dump),nan
21,4,DENSE(no_dump),nan
21,5,DENSE(no_dump),nan
21,6,DENSE(no_dump),nan
21,7,DENSE(no_dump),nan
21,8,DENSE(no_dump),nan
21,9,DENSE(no_dump),nan
21,10,DENSE(no_dump),nan
21,11,DENSE(no_dump),nan
21,12,DENSE(no_dump),nan
21,13,DENSE(no_dump),nan
21,14,DENSE(no_dump),nan
21,15,DENSE(no_dump),nan
22,0,DENSE(no_dump),nan
22,1,DENSE(no_dump),nan
22,2,DENSE(no_dump),nan
22,3,DENSE(no_dump),nan
22,4,DENSE(no_dump),nan
22,5,DENSE(no_dump),nan
22,6,DENSE(no_dump),nan
22,7,DENSE(no_dump),nan
22,8,DENSE(no_dump),nan
22,9,DENSE(no_dump),nan
22,10,DENSE(no_dump),nan
22,11,DENSE(no_dump),nan
22,12,DENSE(no_dump),nan
22,13,DENSE(no_dump),nan
22,14,DENSE(no_dump),nan
22,15,DENSE(no_dump),nan
23,0,DENSE(best_was BLOCK_SPARSE@0.400),0.17228522896766663
23,1,DENSE(best_was BLOCK_SPARSE@0.400),0.15943408012390137
23,2,DENSE(best_was BLOCK_SPARSE@0.400),0.13617150485515594
23,3,DENSE(best_was BLOCK_SPARSE@0.400),0.13283438980579376
23,4,DENSE(best_was BLOCK_SPARSE@0.400),0.16366523504257202
23,5,DENSE(best_was BLOCK_SPARSE@0.400),0.14789344370365143
23,6,DENSE(best_was BLOCK_SPARSE@0.400),0.152835875749588
23,7,DENSE(best_was BLOCK_SPARSE@0.400),0.146558478474617
23,8,A_SHAPE@s64w1024,0.0862
23,9,A_SHAPE@s128w2048,0.0895
23,10,A_SHAPE@s64w1024,0.0927
23,11,A_SHAPE@s64w1024,0.0987
23,12,DENSE(best_was BLOCK_SPARSE@0.400),0.129289448261261
23,13,DENSE(best_was BLOCK_SPARSE@0.400),0.12245774269104004
23,14,DENSE(best_was BLOCK_SPARSE@0.400),0.11150318384170532
23,15,DENSE(best_was BLOCK_SPARSE@0.400),0.1408213973045349
24,0,DENSE(no_dump),nan
24,1,DENSE(no_dump),nan
24,2,DENSE(no_dump),nan
24,3,DENSE(no_dump),nan
24,4,DENSE(no_dump),nan
24,5,DENSE(no_dump),nan
24,6,DENSE(no_dump),nan
24,7,DENSE(no_dump),nan
24,8,DENSE(no_dump),nan
24,9,DENSE(no_dump),nan
24,10,DENSE(no_dump),nan
24,11,DENSE(no_dump),nan
24,12,DENSE(no_dump),nan
24,13,DENSE(no_dump),nan
24,14,DENSE(no_dump),nan
24,15,DENSE(no_dump),nan
25,0,DENSE(no_dump),nan
25,1,DENSE(no_dump),nan
25,2,DENSE(no_dump),nan
25,3,DENSE(no_dump),nan
25,4,DENSE(no_dump),nan
25,5,DENSE(no_dump),nan
25,6,DENSE(no_dump),nan
25,7,DENSE(no_dump),nan
25,8,DENSE(no_dump),nan
25,9,DENSE(no_dump),nan
25,10,DENSE(no_dump),nan
25,11,DENSE(no_dump),nan
25,12,DENSE(no_dump),nan
25,13,DENSE(no_dump),nan
25,14,DENSE(no_dump),nan
25,15,DENSE(no_dump),nan
26,0,DENSE(no_dump),nan
26,1,DENSE(no_dump),nan
26,2,DENSE(no_dump),nan
26,3,DENSE(no_dump),nan
26,4,DENSE(no_dump),nan
26,5,DENSE(no_dump),nan
26,6,DENSE(no_dump),nan
26,7,DENSE(no_dump),nan
26,8,DENSE(no_dump),nan
26,9,DENSE(no_dump),nan
26,10,DENSE(no_dump),nan
26,11,DENSE(no_dump),nan
26,12,DENSE(no_dump),nan
26,13,DENSE(no_dump),nan
26,14,DENSE(no_dump),nan
26,15,DENSE(no_dump),nan
27,0,A_SHAPE@s64w512,0.0979
27,1,DENSE(best_was BLOCK_SPARSE@0.400),0.10266001522541046
27,2,A_SHAPE@s64w512,0.0968
27,3,BLOCK_SPARSE@0.400,0.0973
27,4,A_SHAPE@s64w512,0.0317
27,5,A_SHAPE@s64w512,0.0367
27,6,A_SHAPE@s64w512,0.0300
27,7,A_SHAPE@s64w512,0.0167
27,8,BLOCK_SPARSE@0.400,0.0976
27,9,A_SHAPE@s64w512,0.0779
27,10,A_SHAPE@s128w2048,0.0982
27,11,A_SHAPE@s128w2048,0.0971
27,12,A_SHAPE@s64w512,0.0913
27,13,A_SHAPE@s64w1024,0.0861
27,14,A_SHAPE@s64w512,0.0693
27,15,A_SHAPE@s64w512,0.0780
28,0,DENSE(no_dump),nan
28,1,DENSE(no_dump),nan
28,2,DENSE(no_dump),nan
28,3,DENSE(no_dump),nan
28,4,DENSE(no_dump),nan
28,5,DENSE(no_dump),nan
28,6,DENSE(no_dump),nan
28,7,DENSE(no_dump),nan
28,8,DENSE(no_dump),nan
28,9,DENSE(no_dump),nan
28,10,DENSE(no_dump),nan
28,11,DENSE(no_dump),nan
28,12,DENSE(no_dump),nan
28,13,DENSE(no_dump),nan
28,14,DENSE(no_dump),nan
28,15,DENSE(no_dump),nan
29,0,DENSE(no_dump),nan
29,1,DENSE(no_dump),nan
29,2,DENSE(no_dump),nan
29,3,DENSE(no_dump),nan
29,4,DENSE(no_dump),nan
29,5,DENSE(no_dump),nan
29,6,DENSE(no_dump),nan
29,7,DENSE(no_dump),nan
29,8,DENSE(no_dump),nan
29,9,DENSE(no_dump),nan
29,10,DENSE(no_dump),nan
29,11,DENSE(no_dump),nan
29,12,DENSE(no_dump),nan
29,13,DENSE(no_dump),nan
29,14,DENSE(no_dump),nan
29,15,DENSE(no_dump),nan
30,0,DENSE(no_dump),nan
30,1,DENSE(no_dump),nan
30,2,DENSE(no_dump),nan
30,3,DENSE(no_dump),nan
30,4,DENSE(no_dump),nan
30,5,DENSE(no_dump),nan
30,6,DENSE(no_dump),nan
30,7,DENSE(no_dump),nan
30,8,DENSE(no_dump),nan
30,9,DENSE(no_dump),nan
30,10,DENSE(no_dump),nan
30,11,DENSE(no_dump),nan
30,12,DENSE(no_dump),nan
30,13,DENSE(no_dump),nan
30,14,DENSE(no_dump),nan
30,15,DENSE(no_dump),nan
31,0,A_SHAPE@s64w512,0.0363
31,1,A_SHAPE@s64w512,0.0343
31,2,A_SHAPE@s64w512,0.0426
31,3,A_SHAPE@s64w512,0.0353
31,4,A_SHAPE@s64w512,0.0310
31,5,A_SHAPE@s64w512,0.0298
31,6,A_SHAPE@s64w512,0.0265
31,7,A_SHAPE@s64w512,0.0251
31,8,A_SHAPE@s64w512,0.0556
31,9,A_SHAPE@s64w512,0.0857
31,10,A_SHAPE@s64w512,0.0574
31,11,A_SHAPE@s64w512,0.0290
31,12,A_SHAPE@s64w512,0.0598
31,13,A_SHAPE@s64w512,0.0338
31,14,A_SHAPE@s64w512,0.0463
31,15,A_SHAPE@s64w512,0.0380
