layer,q_head,chosen,best_l2
8,3,DENSE(no_dump),nan
8,4,DENSE(no_dump),nan
8,5,DENSE(no_dump),nan
8,6,DENSE(no_dump),nan
8,7,DENSE(no_dump),nan
8,8,DENSE(no_dump),nan
8,9,DENSE(no_dump),nan
8,10,DENSE(no_dump),nan
8,11,DENSE(no_dump),nan
8,12,DENSE(no_dump),nan
8,13,DENSE(no_dump),nan
8,14,DENSE(no_dump),nan
8,15,DENSE(no_dump),nan
8,16,DENSE(no_dump),nan
8,17,DENSE(no_dump),nan
8,18,DENSE(no_dump),nan
8,19,DENSE(no_dump),nan
8,20,DENSE(no_dump),nan
8,21,DENSE(no_dump),nan
8,22,DENSE(no_dump),nan
8,23,DENSE(no_dump),nan
9,0,DENSE(no_dump),nan
9,1,DENSE(no_dump),nan
9,2,DENSE(no_dump),nan
9,3,DENSE(no_dump),nan
9,4,DENSE(no_dump),nan
9,5,DENSE(no_dump),nan
9,6,DENSE(no_dump),nan
9,7,DENSE(no_dump),nan
9,8,DENSE(no_dump),nan
9,9,DENSE(no_dump),nan
9,10,DENSE(no_dump),nan
9,11,DENSE(no_dump),nan
9,12,DENSE(no_dump),nan
9,13,DENSE(no_dump),nan
9,14,DENSE(no_dump),nan
9,15,DENSE(no_dump),nan
9,16,DENSE(no_dump),nan
9,17,DENSE(no_dump),nan
9,18,DENSE(no_dump),nan
9,19,DENSE(no_dump),nan
9,20,DENSE(no_dump),nan
9,21,DENSE(no_dump),nan
9,22,DENSE(no_dump),nan
9,23,DENSE(no_dump),nan
10,0,DENSE(no_dump),nan
10,1,DENSE(no_dump),nan
10,2,DENSE(no_dump),nan
10,3,DENSE(no_dump),nan
10,4,DENSE(no_dump),nan
10,5,DENSE(no_dump),nan
10,6,DENSE(no_dump),nan
10,7,DENSE(no_dump),nan
10,8,DENSE(no_dump),nan
10,9,DENSE(no_dump),nan
10,10,DENSE(no_dump),nan
10,11,DENSE(no_dump),nan
10,12,DENSE(no_dump),nan
10,13,DENSE(no_dump),nan
10,14,DENSE(no_dump),nan
10,15,DENSE(no_dump),nan
10,16,DENSE(no_dump),nan
10,17,DENSE(no_dump),nan
10,18,DENSE(no_dump),nan
10,19,DENSE(no_dump),nan
10,20,DENSE(no_dump),nan
10,21,DENSE(no_dump),nan
10,22,DENSE(no_dump),nan
10,23,DENSE(no_dump),nan
11,0,A_SHAPE@s64w1024,0.0407
11,1,A_SHAPE@s64w1024,0.0450
11,2,A_SHAPE@s64w1024,0.0435
11,3,A_SHAPE@s64w1024,0.0288
11,4,A_SHAPE@s64w1024,0.0381
11,5,DENSE(best_was A_SHAPE@s64w1024),0.05150438845157623
11,6,DENSE(best_was VERT_SLASH@V16S8),0.0764428898692131
11,7,A_SHAPE@s64w1024,0.0262
11,8,VERT_SLASH@V16S8,0.0487
11,9,A_SHAPE@s64w1024,0.0174
11,10,A_SHAPE@s64w1024,0.0241
11,11,A_SHAPE@s64w1024,0.0375
11,12,DENSE(best_was A_SHAPE@s64w1024),0.08972715586423874
11,13,A_SHAPE@s64w1024,0.0497
11,14,A_SHAPE@s64w1024,0.0157
11,15,A_SHAPE@s64w1024,0.0229
11,16,A_SHAPE@s64w1024,0.0180
11,17,A_SHAPE@s64w1024,0.0170
11,18,A_SHAPE@s64w1024,0.0186
11,19,A_SHAPE@s64w1024,0.0202
11,20,A_SHAPE@s64w1024,0.0165
11,21,A_SHAPE@s64w1024,0.0194
11,22,A_SHAPE@s64w1024,0.0160
11,23,A_SHAPE@s64w1024,0.0203
12,0,DENSE(no_dump),nan
12,1,DENSE(no_dump),nan
12,2,DENSE(no_dump),nan
12,3,DENSE(no_dump),nan
12,4,DENSE(no_dump),nan
12,5,DENSE(no_dump),nan
12,6,DENSE(no_dump),nan
12,7,DENSE(no_dump),nan
12,8,DENSE(no_dump),nan
12,9,DENSE(no_dump),nan
12,10,DENSE(no_dump),nan
12,11,DENSE(no_dump),nan
12,12,DENSE(no_dump),nan
12,13,DENSE(no_dump),nan
12,14,DENSE(no_dump),nan
12,15,DENSE(no_dump),nan
12,16,DENSE(no_dump),nan
12,17,DENSE(no_dump),nan
12,18,DENSE(no_dump),nan
12,19,DENSE(no_dump),nan
12,20,DENSE(no_dump),nan
12,21,DENSE(no_dump),nan
12,22,DENSE(no_dump),nan
12,23,DENSE(no_dump),nan
13,0,DENSE(no_dump),nan
13,1,DENSE(no_dump),nan
13,2,DENSE(no_dump),nan
13,3,DENSE(no_dump),nan
13,4,DENSE(no_dump),nan
13,5,DENSE(no_dump),nan
13,6,DENSE(no_dump),nan
13,7,DENSE(no_dump),nan
13,8,DENSE(no_dump),nan
13,9,DENSE(no_dump),nan
13,10,DENSE(no_dump),nan
13,11,DENSE(no_dump),nan
13,12,DENSE(no_dump),nan
13,13,DENSE(no_dump),nan
13,14,DENSE(no_dump),nan
13,15,DENSE(no_dump),nan
13,16,DENSE(no_dump),nan
13,17,DENSE(no_dump),nan
13,18,DENSE(no_dump),nan
13,19,DENSE(no_dump),nan
13,20,DENSE(no_dump),nan
13,21,DENSE(no_dump),nan
13,22,DENSE(no_dump),nan
13,23,DENSE(no_dump),nan
14,0,DENSE(no_dump),nan
14,1,DENSE(no_dump),nan
14,2,DENSE(no_dump),nan
14,3,DENSE(no_dump),nan
14,4,DENSE(no_dump),nan
14,5,DENSE(no_dump),nan
14,6,DENSE(no_dump),nan
14,7,DENSE(no_dump),nan
14,8,DENSE(no_dump),nan
14,9,DENSE(no_dump),nan
14,10,DENSE(no_dump),nan
14,11,DENSE(no_dump),nan
14,12,DENSE(no_dump),nan
14,13,DENSE(no_dump),nan
14,14,DENSE(no_dump),nan
14,15,DENSE(no_dump),nan
14,16,DENSE(no_dump),nan
14,17,DENSE(no_dump),nan
14,18,DENSE(no_dump),nan
14,19,DENSE(no_dump),nan
14,20,DENSE(no_dump),nan
14,21,DENSE(no_dump),nan
14,22,DENSE(no_dump),nan
14,23,DENSE(no_dump),nan
15,0,DENSE(best_was VERT_SLASH@V16S8),0.06611598283052444
15,1,A_SHAPE@s64w1024,0.0372
15,2,A_SHAPE@s64w1024,0.0387
15,3,A_SHAPE@s64w1024,0.0292
15,4,A_SHAPE@s64w1024,0.0412
15,5,A_SHAPE@s64w1024,0.0358
15,6,A_SHAPE@s64w1024,0.0276
15,7,A_SHAPE@s64w1024,0.0449
15,8,A_SHAPE@s64w1024,0.0321
15,9,A_SHAPE@s64w1024,0.0205
15,10,A_SHAPE@s64w1024,0.0345
15,11,A_SHAPE@s64w1024,0.0472
15,12,A_SHAPE@s64w1024,0.0362
15,13,A_SHAPE@s64w1024,0.0297
15,14,A_SHAPE@s64w1024,0.0314
15,15,A_SHAPE@s64w1024,0.0324
15,16,A_SHAPE@s64w1024,0.0492
15,17,A_SHAPE@s64w1024,0.0431
15,18,A_SHAPE@s64w1024,0.0262
15,19,A_SHAPE@s64w1024,0.0171
15,20,A_SHAPE@s64w1024,0.0261
15,21,A_SHAPE@s64w1024,0.0130
15,22,A_SHAPE@s64w1024,0.0181
15,23,A_SHAPE@s64w1024,0.0224
16,0,DENSE(no_dump),nan
16,1,DENSE(no_dump),nan
16,2,DENSE(no_dump),nan
16,3,DENSE(no_dump),nan
16,4,DENSE(no_dump),nan
16,5,DENSE(no_dump),nan
16,6,DENSE(no_dump),nan
16,7,DENSE(no_dump),nan
16,8,DENSE(no_dump),nan
16,9,DENSE(no_dump),nan
16,10,DENSE(no_dump),nan
16,11,DENSE(no_dump),nan
16,12,DENSE(no_dump),nan
16,13,DENSE(no_dump),nan
16,14,DENSE(no_dump),nan
16,15,DENSE(no_dump),nan
16,16,DENSE(no_dump),nan
16,17,DENSE(no_dump),nan
16,18,DENSE(no_dump),nan
16,19,DENSE(no_dump),nan
16,20,DENSE(no_dump),nan
16,21,DENSE(no_dump),nan
16,22,DENSE(no_dump),nan
16,23,DENSE(no_dump),nan
17,0,DENSE(no_dump),nan
17,1,DENSE(no_dump),nan
17,2,DENSE(no_dump),nan
17,3,DENSE(no_dump),nan
17,4,DENSE(no_dump),nan
17,5,DENSE(no_dump),nan
17,6,DENSE(no_dump),nan
17,7,DENSE(no_dump),nan
17,8,DENSE(no_dump),nan
17,9,DENSE(no_dump),nan
17,10,DENSE(no_dump),nan
17,11,DENSE(no_dump),nan
17,12,DENSE(no_dump),nan
17,13,DENSE(no_dump),nan
17,14,DENSE(no_dump),nan
17,15,DENSE(no_dump),nan
17,16,DENSE(no_dump),nan
17,17,DENSE(no_dump),nan
17,18,DENSE(no_dump),nan
17,19,DENSE(no_dump),nan
17,20,DENSE(no_dump),nan
17,21,DENSE(no_dump),nan
17,22,DENSE(no_dump),nan
17,23,DENSE(no_dump),nan
18,0,DENSE(no_dump),nan
18,1,DENSE(no_dump),nan
18,2,DENSE(no_dump),nan
18,3,DENSE(no_dump),nan
18,4,DENSE(no_dump),nan
18,5,DENSE(no_dump),nan
18,6,DENSE(no_dump),nan
18,7,DENSE(no_dump),nan
18,8,DENSE(no_dump),nan
18,9,DENSE(no_dump),nan
18,10,DENSE(no_dump),nan
18,11,DENSE(no_dump),nan
18,12,DENSE(no_dump),nan
18,13,DENSE(no_dump),nan
18,14,DENSE(no_dump),nan
18,15,DENSE(no_dump),nan
18,16,DENSE(no_dump),nan
18,17,DENSE(no_dump),nan
18,18,DENSE(no_dump),nan
18,19,DENSE(no_dump),nan
18,20,DENSE(no_dump),nan
18,21,DENSE(no_dump),nan
18,22,DENSE(no_dump),nan
18,23,DENSE(no_dump),nan
19,0,DENSE(best_was BLOCK_SPARSE@0.200),0.12505339086055756
19,1,DENSE(best_was BLOCK_SPARSE@0.200),0.13246990740299225
19,2,DENSE(best_was BLOCK_SPARSE@0.200),0.1125955879688263
19,3,DENSE(best_was BLOCK_SPARSE@0.200),0.12457229942083359
19,4,DENSE(best_was BLOCK_SPARSE@0.200),0.11235687136650085
19,5,DENSE(best_was BLOCK_SPARSE@0.200),0.13138094544410706
19,6,DENSE(best_was A_SHAPE@s64w1024),0.08606378734111786
19,7,DENSE(best_was A_SHAPE@s64w1024),0.07644558697938919
19,8,DENSE(best_was A_SHAPE@s64w1024),0.10947717726230621
19,9,DENSE(best_was BLOCK_SPARSE@0.200),0.07659198343753815
19,10,DENSE(best_was BLOCK_SPARSE@0.200),0.06295343488454819
19,11,DENSE(best_was BLOCK_SPARSE@0.200),0.08690132200717926
19,12,DENSE(best_was A_SHAPE@s64w1024),0.11348164826631546
19,13,DENSE(best_was A_SHAPE@s64w1024),0.13623002171516418
19,14,DENSE(best_was A_SHAPE@s64w1024),0.10249494761228561
19,15,DENSE(best_was BLOCK_SPARSE@0.200),0.1435716599225998
19,16,DENSE(best_was BLOCK_SPARSE@0.200),0.1292766034603119
19,17,DENSE(best_was BLOCK_SPARSE@0.200),0.13663412630558014
19,18,DENSE(best_was BLOCK_SPARSE@0.200),0.07000242918729782
19,19,DENSE(best_was BLOCK_SPARSE@0.200),0.07950437813997269
19,20,DENSE(best_was BLOCK_SPARSE@0.200),0.06782551854848862
19,21,DENSE(best_was A_SHAPE@s64w1024),0.0930902287364006
19,22,BLOCK_SPARSE@0.200,0.0478
19,23,DENSE(best_was BLOCK_SPARSE@0.200),0.0575190968811512
20,0,DENSE(no_dump),nan
20,1,DENSE(no_dump),nan
20,2,DENSE(no_dump),nan
20,3,DENSE(no_dump),nan
20,4,DENSE(no_dump),nan
20,5,DENSE(no_dump),nan
20,6,DENSE(no_dump),nan
20,7,DENSE(no_dump),nan
20,8,DENSE(no_dump),nan
20,9,DENSE(no_dump),nan
20,10,DENSE(no_dump),nan
20,11,DENSE(no_dump),nan
20,12,DENSE(no_dump),nan
20,13,DENSE(no_dump),nan
20,14,DENSE(no_dump),nan
20,15,DENSE(no_dump),nan
20,16,DENSE(no_dump),nan
20,17,DENSE(no_dump),nan
20,18,DENSE(no_dump),nan
20,19,DENSE(no_dump),nan
20,20,DENSE(no_dump),nan
20,21,DENSE(no_dump),nan
20,22,DENSE(no_dump),nan
20,23,DENSE(no_dump),nan
21,0,DENSE(no_dump),nan
21,1,DENSE(no_dump),nan
21,2,DENSE(no_dump),nan
21,3,DENSE(no_dump),nan
21,4,DENSE(no_dump),nan
21,5,DENSE(no_dump),nan
21,6,DENSE(no_dump),nan
21,7,DENSE(no_dump),nan
21,8,DENSE(no_dump),nan
21,9,DENSE(no_dump),nan
21,10,DENSE(no_dump),nan
21,11,DENSE(no_dump),nan
21,12,DENSE(no_dump),nan
21,13,DENSE(no_dump),nan
21,14,DENSE(no_dump),nan
21,15,DENSE(no_dump),nan
21,16,DENSE(no_dump),nan
21,17,DENSE(no_dump),nan
21,18,DENSE(no_dump),nan
21,19,DENSE(no_dump),nan
21,20,DENSE(no_dump),nan
21,21,DENSE(no_dump),nan
21,22,DENSE(no_dump),nan
21,23,DENSE(no_dump),nan
22,0,DENSE(no_dump),nan
22,1,DENSE(no_dump),nan
22,2,DENSE(no_dump),nan
22,3,DENSE(no_dump),nan
22,4,DENSE(no_dump),nan
22,5,DENSE(no_dump),nan
22,6,DENSE(no_dump),nan
22,7,DENSE(no_dump),nan
22,8,DENSE(no_dump),nan
22,9,DENSE(no_dump),nan
22,10,DENSE(no_dump),nan
22,11,DENSE(no_dump),nan
22,12,DENSE(no_dump),nan
22,13,DENSE(no_dump),nan
22,14,DENSE(no_dump),nan
22,15,DENSE(no_dump),nan
22,16,DENSE(no_dump),nan
22,17,DENSE(no_dump),nan
22,18,DENSE(no_dump),nan
22,19,DENSE(no_dump),nan
22,20,DENSE(no_dump),nan
22,21,DENSE(no_dump),nan
22,22,DENSE(no_dump),nan
22,23,DENSE(no_dump),nan
23,0,DENSE(best_was BLOCK_SPARSE@0.200),0.16525928676128387
23,1,DENSE(best_was BLOCK_SPARSE@0.200),0.13635258376598358
23,2,DENSE(best_was BLOCK_SPARSE@0.200),0.1473149210214615
23,3,DENSE(best_was BLOCK_SPARSE@0.200),0.1694537252187729
23,4,DENSE(best_was BLOCK_SPARSE@0.200),0.16321472823619843
23,5,DENSE(best_was BLOCK_SPARSE@0.200),0.13148517906665802
23,6,DENSE(best_was BLOCK_SPARSE@0.200),0.11920727789402008
23,7,DENSE(best_was BLOCK_SPARSE@0.200),0.16414189338684082
23,8,DENSE(best_was BLOCK_SPARSE@0.200),0.1620398461818695
23,9,DENSE(best_was BLOCK_SPARSE@0.200),0.16178320348262787
23,10,DENSE(best_was BLOCK_SPARSE@0.200),0.16457374393939972
23,11,DENSE(best_was BLOCK_SPARSE@0.200),0.16762509942054749
23,12,DENSE(best_was BLOCK_SPARSE@0.200),0.11975117772817612
23,13,DENSE(best_was BLOCK_SPARSE@0.200),0.12306222319602966
23,14,DENSE(best_was BLOCK_SPARSE@0.200),0.13556034862995148
23,15,DENSE(best_was BLOCK_SPARSE@0.200),0.12641024589538574
23,16,DENSE(best_was BLOCK_SPARSE@0.200),0.10828902572393417
23,17,DENSE(best_was BLOCK_SPARSE@0.200),0.1469828337430954
23,18,DENSE(best_was BLOCK_SPARSE@0.200),0.1105780228972435
23,19,DENSE(best_was A_SHAPE@s64w1024),0.11108530312776566
23,20,DENSE(best_was A_SHAPE@s64w1024),0.14500698447227478
23,21,DENSE(best_was BLOCK_SPARSE@0.200),0.10099373012781143
23,22,DENSE(best_was A_SHAPE@s64w1024),0.13148513436317444
23,23,DENSE(best_was BLOCK_SPARSE@0.200),0.14251306653022766
24,0,DENSE(no_dump),nan
24,1,DENSE(no_dump),nan
24,2,DENSE(no_dump),nan
24,3,DENSE(no_dump),nan
24,4,DENSE(no_dump),nan
24,5,DENSE(no_dump),nan
24,6,DENSE(no_dump),nan
24,7,DENSE(no_dump),nan
24,8,DENSE(no_dump),nan
24,9,DENSE(no_dump),nan
24,10,DENSE(no_dump),nan
24,11,DENSE(no_dump),nan
24,12,DENSE(no_dump),nan
24,13,DENSE(no_dump),nan
24,14,DENSE(no_dump),nan
24,15,DENSE(no_dump),nan
24,16,DENSE(no_dump),nan
24,17,DENSE(no_dump),nan
24,18,DENSE(no_dump),nan
24,19,DENSE(no_dump),nan
24,20,DENSE(no_dump),nan
24,21,DENSE(no_dump),nan
24,22,DENSE(no_dump),nan
24,23,DENSE(no_dump),nan
25,0,DENSE(no_dump),nan
25,1,DENSE(no_dump),nan
25,2,DENSE(no_dump),nan
25,3,DENSE(no_dump),nan
25,4,DENSE(no_dump),nan
25,5,DENSE(no_dump),nan
25,6,DENSE(no_dump),nan
25,7,DENSE(no_dump),nan
25,8,DENSE(no_dump),nan
25,9,DENSE(no_dump),nan
25,10,DENSE(no_dump),nan
25,11,DENSE(no_dump),nan
25,12,DENSE(no_dump),nan
25,13,DENSE(no_dump),nan
25,14,DENSE(no_dump),nan
25,15,DENSE(no_dump),nan
25,16,DENSE(no_dump),nan
25,17,DENSE(no_dump),nan
25,18,DENSE(no_dump),nan
25,19,DENSE(no_dump),nan
25,20,DENSE(no_dump),nan
25,21,DENSE(no_dump),nan
25,22,DENSE(no_dump),nan
25,23,DENSE(no_dump),nan
26,0,DENSE(no_dump),nan
26,1,DENSE(no_dump),nan
26,2,DENSE(no_dump),nan
26,3,DENSE(no_dump),nan
26,4,DENSE(no_dump),nan
26,5,DENSE(no_dump),nan
26,6,DENSE(no_dump),nan
26,7,DENSE(no_dump),nan
26,8,DENSE(no_dump),nan
26,9,DENSE(no_dump),nan
26,10,DENSE(no_dump),nan
26,11,DENSE(no_dump),nan
26,12,DENSE(no_dump),nan
26,13,DENSE(no_dump),nan
26,14,DENSE(no_dump),nan
26,15,DENSE(no_dump),nan
26,16,DENSE(no_dump),nan
26,17,DENSE(no_dump),nan
26,18,DENSE(no_dump),nan
26,19,DENSE(no_dump),nan
26,20,DENSE(no_dump),nan
26,21,DENSE(no_dump),nan
26,22,DENSE(no_dump),nan
26,23,DENSE(no_dump),nan
27,0,DENSE(best_was BLOCK_SPARSE@0.200),0.16752192378044128
27,1,DENSE(best_was BLOCK_SPARSE@0.200),0.2134721875190735
27,2,DENSE(best_was BLOCK_SPARSE@0.200),0.19850431382656097
27,3,DENSE(best_was BLOCK_SPARSE@0.200),0.21965213119983673
27,4,DENSE(best_was BLOCK_SPARSE@0.200),0.2215065360069275
27,5,DENSE(best_was BLOCK_SPARSE@0.200),0.20463594794273376
27,6,DENSE(best_was BLOCK_SPARSE@0.200),0.2025352269411087
27,7,DENSE(best_was BLOCK_SPARSE@0.200),0.23189975321292877
27,8,DENSE(best_was BLOCK_SPARSE@0.200),0.21150118112564087
27,9,DENSE(best_was BLOCK_SPARSE@0.200),0.24104560911655426
27,10,DENSE(best_was BLOCK_SPARSE@0.200),0.2595773935317993
27,11,DENSE(best_was BLOCK_SPARSE@0.200),0.23543362319469452
27,12,DENSE(best_was BLOCK_SPARSE@0.200),0.19573724269866943
27,13,DENSE(best_was BLOCK_SPARSE@0.200),0.15082094073295593
27,14,DENSE(best_was BLOCK_SPARSE@0.200),0.15452110767364502
27,15,DENSE(best_was BLOCK_SPARSE@0.200),0.14939531683921814
27,16,DENSE(best_was BLOCK_SPARSE@0.200),0.16691787540912628
27,17,DENSE(best_was BLOCK_SPARSE@0.200),0.17239734530448914
27,18,DENSE(best_was BLOCK_SPARSE@0.200),0.201625794172287
27,19,DENSE(best_was BLOCK_SPARSE@0.200),0.2551364004611969
27,20,DENSE(best_was BLOCK_SPARSE@0.200),0.22134026885032654
27,21,DENSE(best_was BLOCK_SPARSE@0.200),0.22617079317569733
27,22,DENSE(best_was BLOCK_SPARSE@0.200),0.2517235279083252
27,23,DENSE(best_was BLOCK_SPARSE@0.200),0.2166883647441864
28,0,DENSE(no_dump),nan
28,1,DENSE(no_dump),nan
28,2,DENSE(no_dump),nan
28,3,DENSE(no_dump),nan
28,4,DENSE(no_dump),nan
28,5,DENSE(no_dump),nan
28,6,DENSE(no_dump),nan
28,7,DENSE(no_dump),nan
28,8,DENSE(no_dump),nan
28,9,DENSE(no_dump),nan
28,10,DENSE(no_dump),nan
28,11,DENSE(no_dump),nan
28,12,DENSE(no_dump),nan
28,13,DENSE(no_dump),nan
28,14,DENSE(no_dump),nan
28,15,DENSE(no_dump),nan
28,16,DENSE(no_dump),nan
28,17,DENSE(no_dump),nan
28,18,DENSE(no_dump),nan
28,19,DENSE(no_dump),nan
28,20,DENSE(no_dump),nan
28,21,DENSE(no_dump),nan
28,22,DENSE(no_dump),nan
28,23,DENSE(no_dump),nan
29,0,DENSE(no_dump),nan
29,1,DENSE(no_dump),nan
