layer,q_head,chosen,best_l2
8,10,DENSE(no_dump),nan
8,11,DENSE(no_dump),nan
8,12,DENSE(no_dump),nan
8,13,DENSE(no_dump),nan
8,14,DENSE(no_dump),nan
8,15,DENSE(no_dump),nan
8,16,DENSE(no_dump),nan
8,17,DENSE(no_dump),nan
8,18,DENSE(no_dump),nan
8,19,DENSE(no_dump),nan
8,20,DENSE(no_dump),nan
8,21,DENSE(no_dump),nan
8,22,DENSE(no_dump),nan
8,23,DENSE(no_dump),nan
9,0,DENSE(no_dump),nan
9,1,DENSE(no_dump),nan
9,2,DENSE(no_dump),nan
9,3,DENSE(no_dump),nan
9,4,DENSE(no_dump),nan
9,5,DENSE(no_dump),nan
9,6,DENSE(no_dump),nan
9,7,DENSE(no_dump),nan
9,8,DENSE(no_dump),nan
9,9,DENSE(no_dump),nan
9,10,DENSE(no_dump),nan
9,11,DENSE(no_dump),nan
9,12,DENSE(no_dump),nan
9,13,DENSE(no_dump),nan
9,14,DENSE(no_dump),nan
9,15,DENSE(no_dump),nan
9,16,DENSE(no_dump),nan
9,17,DENSE(no_dump),nan
9,18,DENSE(no_dump),nan
9,19,DENSE(no_dump),nan
9,20,DENSE(no_dump),nan
9,21,DENSE(no_dump),nan
9,22,DENSE(no_dump),nan
9,23,DENSE(no_dump),nan
10,0,DENSE(no_dump),nan
10,1,DENSE(no_dump),nan
10,2,DENSE(no_dump),nan
10,3,DENSE(no_dump),nan
10,4,DENSE(no_dump),nan
10,5,DENSE(no_dump),nan
10,6,DENSE(no_dump),nan
10,7,DENSE(no_dump),nan
10,8,DENSE(no_dump),nan
10,9,DENSE(no_dump),nan
10,10,DENSE(no_dump),nan
10,11,DENSE(no_dump),nan
10,12,DENSE(no_dump),nan
10,13,DENSE(no_dump),nan
10,14,DENSE(no_dump),nan
10,15,DENSE(no_dump),nan
10,16,DENSE(no_dump),nan
10,17,DENSE(no_dump),nan
10,18,DENSE(no_dump),nan
10,19,DENSE(no_dump),nan
10,20,DENSE(no_dump),nan
10,21,DENSE(no_dump),nan
10,22,DENSE(no_dump),nan
10,23,DENSE(no_dump),nan
11,0,A_SHAPE@s64w1024,0.0407
11,1,A_SHAPE@s64w512,0.0761
11,2,A_SHAPE@s64w512,0.0819
11,3,A_SHAPE@s64w512,0.0939
11,4,A_SHAPE@s64w512,0.0872
11,5,A_SHAPE@s64w512,0.0705
11,6,A_SHAPE@s64w1024,0.0921
11,7,A_SHAPE@s64w512,0.0572
11,8,A_SHAPE@s64w512,0.0711
11,9,A_SHAPE@s64w512,0.0752
11,10,A_SHAPE@s64w512,0.0783
11,11,A_SHAPE@s64w512,0.0719
11,12,A_SHAPE@s64w1024,0.0897
11,13,A_SHAPE@s64w512,0.0869
11,14,A_SHAPE@s64w512,0.0512
11,15,A_SHAPE@s64w512,0.0514
11,16,A_SHAPE@s64w512,0.0424
11,17,A_SHAPE@s64w512,0.0367
11,18,A_SHAPE@s64w512,0.0453
11,19,A_SHAPE@s64w512,0.0491
11,20,A_SHAPE@s64w512,0.0390
11,21,A_SHAPE@s64w512,0.0445
11,22,A_SHAPE@s64w512,0.0317
11,23,A_SHAPE@s64w512,0.0451
12,0,DENSE(no_dump),nan
12,1,DENSE(no_dump),nan
12,2,DENSE(no_dump),nan
12,3,DENSE(no_dump),nan
12,4,DENSE(no_dump),nan
12,5,DENSE(no_dump),nan
12,6,DENSE(no_dump),nan
12,7,DENSE(no_dump),nan
12,8,DENSE(no_dump),nan
12,9,DENSE(no_dump),nan
12,10,DENSE(no_dump),nan
12,11,DENSE(no_dump),nan
12,12,DENSE(no_dump),nan
12,13,DENSE(no_dump),nan
12,14,DENSE(no_dump),nan
12,15,DENSE(no_dump),nan
12,16,DENSE(no_dump),nan
12,17,DENSE(no_dump),nan
12,18,DENSE(no_dump),nan
12,19,DENSE(no_dump),nan
12,20,DENSE(no_dump),nan
12,21,DENSE(no_dump),nan
12,22,DENSE(no_dump),nan
12,23,DENSE(no_dump),nan
13,0,DENSE(no_dump),nan
13,1,DENSE(no_dump),nan
13,2,DENSE(no_dump),nan
13,3,DENSE(no_dump),nan
13,4,DENSE(no_dump),nan
13,5,DENSE(no_dump),nan
13,6,DENSE(no_dump),nan
13,7,DENSE(no_dump),nan
13,8,DENSE(no_dump),nan
13,9,DENSE(no_dump),nan
13,10,DENSE(no_dump),nan
13,11,DENSE(no_dump),nan
13,12,DENSE(no_dump),nan
13,13,DENSE(no_dump),nan
13,14,DENSE(no_dump),nan
13,15,DENSE(no_dump),nan
13,16,DENSE(no_dump),nan
13,17,DENSE(no_dump),nan
13,18,DENSE(no_dump),nan
13,19,DENSE(no_dump),nan
13,20,DENSE(no_dump),nan
13,21,DENSE(no_dump),nan
13,22,DENSE(no_dump),nan
13,23,DENSE(no_dump),nan
14,0,DENSE(no_dump),nan
14,1,DENSE(no_dump),nan
14,2,DENSE(no_dump),nan
14,3,DENSE(no_dump),nan
14,4,DENSE(no_dump),nan
14,5,DENSE(no_dump),nan
14,6,DENSE(no_dump),nan
14,7,DENSE(no_dump),nan
14,8,DENSE(no_dump),nan
14,9,DENSE(no_dump),nan
14,10,DENSE(no_dump),nan
14,11,DENSE(no_dump),nan
14,12,DENSE(no_dump),nan
14,13,DENSE(no_dump),nan
14,14,DENSE(no_dump),nan
14,15,DENSE(no_dump),nan
14,16,DENSE(no_dump),nan
14,17,DENSE(no_dump),nan
14,18,DENSE(no_dump),nan
14,19,DENSE(no_dump),nan
14,20,DENSE(no_dump),nan
14,21,DENSE(no_dump),nan
14,22,DENSE(no_dump),nan
14,23,DENSE(no_dump),nan
15,0,A_SHAPE@s64w1024,0.0728
15,1,A_SHAPE@s64w1024,0.0372
15,2,A_SHAPE@s64w512,0.0743
15,3,A_SHAPE@s64w512,0.0787
15,4,A_SHAPE@s64w1024,0.0412
15,5,A_SHAPE@s64w512,0.0545
15,6,A_SHAPE@s64w512,0.0662
15,7,A_SHAPE@s64w512,0.0762
15,8,A_SHAPE@s64w512,0.0604
15,9,A_SHAPE@s64w512,0.0420
15,10,A_SHAPE@s64w512,0.0689
15,11,A_SHAPE@s64w1024,0.0472
15,12,A_SHAPE@s64w512,0.0750
15,13,A_SHAPE@s64w512,0.0583
15,14,A_SHAPE@s64w512,0.0642
15,15,A_SHAPE@s64w512,0.0590
15,16,A_SHAPE@s64w512,0.0811
15,17,A_SHAPE@s64w512,0.0810
15,18,A_SHAPE@s64w512,0.0573
15,19,A_SHAPE@s64w512,0.0345
15,20,A_SHAPE@s64w512,0.0445
15,21,A_SHAPE@s64w512,0.0597
15,22,A_SHAPE@s64w512,0.0379
15,23,A_SHAPE@s64w512,0.0458
16,0,DENSE(no_dump),nan
16,1,DENSE(no_dump),nan
16,2,DENSE(no_dump),nan
16,3,DENSE(no_dump),nan
16,4,DENSE(no_dump),nan
16,5,DENSE(no_dump),nan
16,6,DENSE(no_dump),nan
16,7,DENSE(no_dump),nan
16,8,DENSE(no_dump),nan
16,9,DENSE(no_dump),nan
16,10,DENSE(no_dump),nan
16,11,DENSE(no_dump),nan
16,12,DENSE(no_dump),nan
16,13,DENSE(no_dump),nan
16,14,DENSE(no_dump),nan
16,15,DENSE(no_dump),nan
16,16,DENSE(no_dump),nan
16,17,DENSE(no_dump),nan
16,18,DENSE(no_dump),nan
16,19,DENSE(no_dump),nan
16,20,DENSE(no_dump),nan
16,21,DENSE(no_dump),nan
16,22,DENSE(no_dump),nan
16,23,DENSE(no_dump),nan
17,0,DENSE(no_dump),nan
17,1,DENSE(no_dump),nan
17,2,DENSE(no_dump),nan
17,3,DENSE(no_dump),nan
17,4,DENSE(no_dump),nan
17,5,DENSE(no_dump),nan
17,6,DENSE(no_dump),nan
17,7,DENSE(no_dump),nan
17,8,DENSE(no_dump),nan
17,9,DENSE(no_dump),nan
17,10,DENSE(no_dump),nan
17,11,DENSE(no_dump),nan
17,12,DENSE(no_dump),nan
17,13,DENSE(no_dump),nan
17,14,DENSE(no_dump),nan
17,15,DENSE(no_dump),nan
17,16,DENSE(no_dump),nan
17,17,DENSE(no_dump),nan
17,18,DENSE(no_dump),nan
17,19,DENSE(no_dump),nan
17,20,DENSE(no_dump),nan
17,21,DENSE(no_dump),nan
17,22,DENSE(no_dump),nan
17,23,DENSE(no_dump),nan
18,0,DENSE(no_dump),nan
18,1,DENSE(no_dump),nan
18,2,DENSE(no_dump),nan
18,3,DENSE(no_dump),nan
18,4,DENSE(no_dump),nan
18,5,DENSE(no_dump),nan
18,6,DENSE(no_dump),nan
18,7,DENSE(no_dump),nan
18,8,DENSE(no_dump),nan
18,9,DENSE(no_dump),nan
18,10,DENSE(no_dump),nan
18,11,DENSE(no_dump),nan
18,12,DENSE(no_dump),nan
18,13,DENSE(no_dump),nan
18,14,DENSE(no_dump),nan
18,15,DENSE(no_dump),nan
18,16,DENSE(no_dump),nan
18,17,DENSE(no_dump),nan
18,18,DENSE(no_dump),nan
18,19,DENSE(no_dump),nan
18,20,DENSE(no_dump),nan
18,21,DENSE(no_dump),nan
18,22,DENSE(no_dump),nan
18,23,DENSE(no_dump),nan
19,0,A_SHAPE@s64w1024,0.0498
19,1,A_SHAPE@s64w1024,0.0483
19,2,A_SHAPE@s64w512,0.0987
19,3,A_SHAPE@s64w1024,0.0532
19,4,A_SHAPE@s64w1024,0.0403
19,5,A_SHAPE@s64w1024,0.0440
19,6,A_SHAPE@s64w512,0.0616
19,7,A_SHAPE@s64w512,0.0633
19,8,A_SHAPE@s64w512,0.0939
19,9,A_SHAPE@s64w512,0.0507
19,10,A_SHAPE@s64w512,0.0445
19,11,A_SHAPE@s64w512,0.0667
19,12,A_SHAPE@s64w512,0.0796
19,13,A_SHAPE@s64w1024,0.0417
19,14,A_SHAPE@s64w512,0.0530
19,15,A_SHAPE@s64w1024,0.0442
19,16,A_SHAPE@s64w1024,0.0618
19,17,A_SHAPE@s64w1024,0.0601
19,18,A_SHAPE@s64w512,0.0832
19,19,A_SHAPE@s64w512,0.0624
19,20,A_SHAPE@s64w512,0.0576
19,21,A_SHAPE@s64w512,0.0480
19,22,A_SHAPE@s64w512,0.0458
19,23,A_SHAPE@s64w512,0.0535
20,0,DENSE(no_dump),nan
20,1,DENSE(no_dump),nan
20,2,DENSE(no_dump),nan
20,3,DENSE(no_dump),nan
20,4,DENSE(no_dump),nan
20,5,DENSE(no_dump),nan
20,6,DENSE(no_dump),nan
20,7,DENSE(no_dump),nan
20,8,DENSE(no_dump),nan
20,9,DENSE(no_dump),nan
20,10,DENSE(no_dump),nan
20,11,DENSE(no_dump),nan
20,12,DENSE(no_dump),nan
20,13,DENSE(no_dump),nan
20,14,DENSE(no_dump),nan
20,15,DENSE(no_dump),nan
20,16,DENSE(no_dump),nan
20,17,DENSE(no_dump),nan
20,18,DENSE(no_dump),nan
20,19,DENSE(no_dump),nan
20,20,DENSE(no_dump),nan
20,21,DENSE(no_dump),nan
20,22,DENSE(no_dump),nan
20,23,DENSE(no_dump),nan
21,0,DENSE(no_dump),nan
21,1,DENSE(no_dump),nan
21,2,DENSE(no_dump),nan
21,3,DENSE(no_dump),nan
21,4,DENSE(no_dump),nan
21,5,DENSE(no_dump),nan
21,6,DENSE(no_dump),nan
21,7,DENSE(no_dump),nan
21,8,DENSE(no_dump),nan
21,9,DENSE(no_dump),nan
21,10,DENSE(no_dump),nan
21,11,DENSE(no_dump),nan
21,12,DENSE(no_dump),nan
21,13,DENSE(no_dump),nan
21,14,DENSE(no_dump),nan
21,15,DENSE(no_dump),nan
21,16,DENSE(no_dump),nan
21,17,DENSE(no_dump),nan
21,18,DENSE(no_dump),nan
21,19,DENSE(no_dump),nan
21,20,DENSE(no_dump),nan
21,21,DENSE(no_dump),nan
21,22,DENSE(no_dump),nan
21,23,DENSE(no_dump),nan
22,0,DENSE(no_dump),nan
22,1,DENSE(no_dump),nan
22,2,DENSE(no_dump),nan
22,3,DENSE(no_dump),nan
22,4,DENSE(no_dump),nan
22,5,DENSE(no_dump),nan
22,6,DENSE(no_dump),nan
22,7,DENSE(no_dump),nan
22,8,DENSE(no_dump),nan
22,9,DENSE(no_dump),nan
22,10,DENSE(no_dump),nan
22,11,DENSE(no_dump),nan
22,12,DENSE(no_dump),nan
22,13,DENSE(no_dump),nan
22,14,DENSE(no_dump),nan
22,15,DENSE(no_dump),nan
22,16,DENSE(no_dump),nan
22,17,DENSE(no_dump),nan
22,18,DENSE(no_dump),nan
22,19,DENSE(no_dump),nan
22,20,DENSE(no_dump),nan
22,21,DENSE(no_dump),nan
22,22,DENSE(no_dump),nan
22,23,DENSE(no_dump),nan
23,0,DENSE(best_was BLOCK_SPARSE@0.400),0.1987355649471283
23,1,DENSE(best_was BLOCK_SPARSE@0.400),0.16982880234718323
23,2,DENSE(best_was BLOCK_SPARSE@0.400),0.17702491581439972
23,3,DENSE(best_was A_SHAPE@s128w2048),0.19709651172161102
23,4,DENSE(best_was BLOCK_SPARSE@0.400),0.2055332064628601
23,5,DENSE(best_was BLOCK_SPARSE@0.400),0.13168393075466156
23,6,DENSE(best_was BLOCK_SPARSE@0.400),0.12584109604358673
23,7,DENSE(best_was A_SHAPE@s128w2048),0.1637718230485916
23,8,DENSE(best_was BLOCK_SPARSE@0.400),0.18409289419651031
23,9,DENSE(best_was A_SHAPE@s128w2048),0.1670132279396057
23,10,DENSE(best_was BLOCK_SPARSE@0.400),0.18115122616291046
23,11,DENSE(best_was BLOCK_SPARSE@0.400),0.20107726752758026
23,12,DENSE(best_was A_SHAPE@s128w2048),0.14016790688037872
23,13,DENSE(best_was BLOCK_SPARSE@0.400),0.15654945373535156
23,14,DENSE(best_was BLOCK_SPARSE@0.400),0.16254541277885437
23,15,DENSE(best_was BLOCK_SPARSE@0.400),0.13967488706111908
23,16,DENSE(best_was BLOCK_SPARSE@0.400),0.12292911857366562
23,17,DENSE(best_was BLOCK_SPARSE@0.400),0.17373919486999512
23,18,DENSE(best_was BLOCK_SPARSE@0.400),0.10994091629981995
23,19,DENSE(best_was A_SHAPE@s128w2048),0.13572198152542114
23,20,DENSE(best_was BLOCK_SPARSE@0.400),0.15344975888729095
23,21,DENSE(best_was BLOCK_SPARSE@0.400),0.10580074787139893
23,22,DENSE(best_was A_SHAPE@s128w2048),0.17253021895885468
23,23,DENSE(best_was BLOCK_SPARSE@0.400),0.2004469782114029
24,0,DENSE(no_dump),nan
24,1,DENSE(no_dump),nan
24,2,DENSE(no_dump),nan
24,3,DENSE(no_dump),nan
24,4,DENSE(no_dump),nan
24,5,DENSE(no_dump),nan
24,6,DENSE(no_dump),nan
24,7,DENSE(no_dump),nan
24,8,DENSE(no_dump),nan
24,9,DENSE(no_dump),nan
24,10,DENSE(no_dump),nan
24,11,DENSE(no_dump),nan
24,12,DENSE(no_dump),nan
24,13,DENSE(no_dump),nan
24,14,DENSE(no_dump),nan
24,15,DENSE(no_dump),nan
24,16,DENSE(no_dump),nan
24,17,DENSE(no_dump),nan
24,18,DENSE(no_dump),nan
24,19,DENSE(no_dump),nan
24,20,DENSE(no_dump),nan
24,21,DENSE(no_dump),nan
24,22,DENSE(no_dump),nan
24,23,DENSE(no_dump),nan
25,0,DENSE(no_dump),nan
25,1,DENSE(no_dump),nan
25,2,DENSE(no_dump),nan
25,3,DENSE(no_dump),nan
25,4,DENSE(no_dump),nan
25,5,DENSE(no_dump),nan
25,6,DENSE(no_dump),nan
25,7,DENSE(no_dump),nan
25,8,DENSE(no_dump),nan
25,9,DENSE(no_dump),nan
25,10,DENSE(no_dump),nan
25,11,DENSE(no_dump),nan
25,12,DENSE(no_dump),nan
25,13,DENSE(no_dump),nan
25,14,DENSE(no_dump),nan
25,15,DENSE(no_dump),nan
25,16,DENSE(no_dump),nan
25,17,DENSE(no_dump),nan
25,18,DENSE(no_dump),nan
25,19,DENSE(no_dump),nan
25,20,DENSE(no_dump),nan
25,21,DENSE(no_dump),nan
25,22,DENSE(no_dump),nan
25,23,DENSE(no_dump),nan
26,0,DENSE(no_dump),nan
26,1,DENSE(no_dump),nan
26,2,DENSE(no_dump),nan
26,3,DENSE(no_dump),nan
26,4,DENSE(no_dump),nan
26,5,DENSE(no_dump),nan
26,6,DENSE(no_dump),nan
26,7,DENSE(no_dump),nan
26,8,DENSE(no_dump),nan
26,9,DENSE(no_dump),nan
26,10,DENSE(no_dump),nan
26,11,DENSE(no_dump),nan
26,12,DENSE(no_dump),nan
26,13,DENSE(no_dump),nan
26,14,DENSE(no_dump),nan
26,15,DENSE(no_dump),nan
26,16,DENSE(no_dump),nan
26,17,DENSE(no_dump),nan
26,18,DENSE(no_dump),nan
26,19,DENSE(no_dump),nan
26,20,DENSE(no_dump),nan
26,21,DENSE(no_dump),nan
26,22,DENSE(no_dump),nan
26,23,DENSE(no_dump),nan
27,0,DENSE(best_was BLOCK_SPARSE@0.400),0.1238228902220726
27,1,DENSE(best_was BLOCK_SPARSE@0.400),0.16705894470214844
27,2,DENSE(best_was BLOCK_SPARSE@0.400),0.15151357650756836
27,3,DENSE(best_was BLOCK_SPARSE@0.400),0.17857599258422852
27,4,DENSE(best_was BLOCK_SPARSE@0.400),0.18409056961536407
27,5,DENSE(best_was BLOCK_SPARSE@0.400),0.15259024500846863
27,6,DENSE(best_was A_SHAPE@s128w2048),0.1445067673921585
27,7,DENSE(best_was BLOCK_SPARSE@0.400),0.1890476793050766
27,8,DENSE(best_was BLOCK_SPARSE@0.400),0.15491226315498352
27,9,DENSE(best_was BLOCK_SPARSE@0.400),0.1927632987499237
27,10,DENSE(best_was BLOCK_SPARSE@0.400),0.21612554788589478
27,11,DENSE(best_was BLOCK_SPARSE@0.400),0.18260221183300018
27,12,DENSE(best_was BLOCK_SPARSE@0.400),0.1456007957458496
27,13,DENSE(best_was BLOCK_SPARSE@0.400),0.10325675457715988
27,14,DENSE(best_was BLOCK_SPARSE@0.400),0.11012740433216095
27,15,DENSE(best_was BLOCK_SPARSE@0.400),0.10829731076955795
27,16,DENSE(best_was BLOCK_SPARSE@0.400),0.12162595987319946
27,17,DENSE(best_was BLOCK_SPARSE@0.400),0.11778783798217773
27,18,DENSE(best_was BLOCK_SPARSE@0.400),0.1459423005580902
27,19,DENSE(best_was BLOCK_SPARSE@0.400),0.20901621878147125
27,20,DENSE(best_was BLOCK_SPARSE@0.400),0.16591347754001617
27,21,DENSE(best_was BLOCK_SPARSE@0.400),0.17756180465221405
27,22,DENSE(best_was BLOCK_SPARSE@0.400),0.19612742960453033
27,23,DENSE(best_was BLOCK_SPARSE@0.400),0.17620345950126648
28,0,DENSE(no_dump),nan
28,1,DENSE(no_dump),nan
28,2,DENSE(no_dump),nan
28,3,DENSE(no_dump),nan
28,4,DENSE(no_dump),nan
28,5,DENSE(no_dump),nan
28,6,DENSE(no_dump),nan
28,7,DENSE(no_dump),nan
28,8,DENSE(no_dump),nan
28,9,DENSE(no_dump),nan
28,10,DENSE(no_dump),nan
28,11,DENSE(no_dump),nan
28,12,DENSE(no_dump),nan
28,13,DENSE(no_dump),nan
28,14,DENSE(no_dump),nan
28,15,DENSE(no_dump),nan
28,16,DENSE(no_dump),nan
28,17,DENSE(no_dump),nan
28,18,DENSE(no_dump),nan
28,19,DENSE(no_dump),nan
28,20,DENSE(no_dump),nan
28,21,DENSE(no_dump),nan
28,22,DENSE(no_dump),nan
28,23,DENSE(no_dump),nan
29,0,DENSE(no_dump),nan
29,1,DENSE(no_dump),nan
29,2,DENSE(no_dump),nan
29,3,DENSE(no_dump),nan
29,4,DENSE(no_dump),nan
29,5,DENSE(no_dump),nan
29,6,DENSE(no_dump),nan
29,7,DENSE(no_dump),nan
29,8,DENSE(no_dump),nan
29,9,DENSE(no_dump),nan
29,10,DENSE(no_dump),nan
29,11,DENSE(no_dump),nan
29,12,DENSE(no_dump),nan
29,13,DENSE(no_dump),nan
29,14,DENSE(no_dump),nan
29,15,DENSE(no_dump),nan
29,16,DENSE(no_dump),nan
29,17,DENSE(no_dump),nan
29,18,DENSE(no_dump),nan
29,19,DENSE(no_dump),nan
29,20,DENSE(no_dump),nan
29,21,DENSE(no_dump),nan
29,22,DENSE(no_dump),nan
29,23,DENSE(no_dump),nan
30,0,DENSE(no_dump),nan
30,1,DENSE(no_dump),nan
30,2,DENSE(no_dump),nan
30,3,DENSE(no_dump),nan
30,4,DENSE(no_dump),nan
30,5,DENSE(no_dump),nan
30,6,DENSE(no_dump),nan
30,7,DENSE(no_dump),nan
30,8,DENSE(no_dump),nan
